trial,success,reaction_time,target_p,total_p,target_radius,id,w,d,skipped,inaccurate,gen
45,1,1011.2999999523163,100,2600,25,2.578,0.25,2.485,0,0,1
46,1,2104.0999999046326,0,2600,5,6.301,0.05,7.783,0,0,1
47,1,2043.6000000238419,50,2650,5,5.48,0.05,4.362,0,0,1
48,1,1748.4000000953674,100,2750,5,5.908,0.05,5.903,0,0,1
49,0,862.1999999284744,0,2750,25,2.235,0.25,1.854,0,0,1
50,1,1577.2999999523163,100,2850,15,4.59,0.15,6.925,0,0,1
51,1,2698.8000000715256,0,2850,5,5.931,0.05,6,0,0,1
52,1,1505.2999999523163,50,2900,15,3.785,0.15,3.835,0,0,1
53,1,1643.0999999046326,100,3000,25,3.4,0.25,4.778,0,0,1
54,1,1634.8999999761581,0,3000,15,4.105,0.15,4.862,0,0,1
55,1,1630.2000000476837,50,3050,15,4.171,0.15,5.104,0,0,1
56,1,1837.0999999046326,100,3150,5,5.128,0.05,3.397,0,0,1
57,1,1312.3999999761581,0,3150,25,2.141,0.25,1.705,0,0,1
58,1,1522.7000000476837,100,3250,15,4.244,0.15,5.384,0,0,1
59,1,1338.7000000476837,50,3300,25,3.285,0.25,4.374,0,0,1
60,1,2113.899999976158,0,3300,5,5.957,0.05,6.113,0,0,1
61,1,1969.1000000238419,50,3350,5,5.113,0.05,3.36,0,0,1
62,1,1644.5,0,3350,5,6.171,0.05,7.105,0,0,1
63,1,1516.1000000238419,0,3350,25,3.497,0.25,5.146,0,0,1
64,1,1609.3000000715256,100,3450,5,5.499,0.05,4.422,0,0,1
65,1,2457.9000000953674,0,3450,5,5.119,0.05,3.375,0,0,1
66,1,1286,100,3550,15,3.974,0.15,4.414,0,0,1
67,1,1101.1999999284744,50,3600,15,3.802,0.15,3.883,0,0,1
68,1,1283.5,0,3600,25,3.004,0.25,3.511,0,0,1
69,1,1355.1000000238419,50,3650,15,4.386,0.15,5.974,0,0,1
70,1,1070.5,0,3650,25,2.792,0.25,2.964,0,0,1
71,1,1866.1000000238419,0,3650,15,4.472,0.15,6.36,0,0,1
72,1,1351.6999999284744,50,3700,15,4.11,0.15,4.88,0,0,1
73,1,1500,0,3700,15,3.929,0.15,4.27,0,0,1
74,1,1977.2000000476837,100,3800,5,5.367,0.05,4.026,0,0,1
75,1,1865.6000000238419,0,3800,15,4.932,0.15,8.86,0,0,1
76,1,1372,50,3850,25,2.391,0.25,2.122,0,0,1
77,1,1570.1000000238419,50,3900,15,4.096,0.15,4.829,0,0,1
78,1,1386.4000000953674,50,3950,25,2.489,0.25,2.307,0,0,1
79,1,1797.7999999523163,50,4000,15,4.857,0.15,8.392,0,0,1
80,0,1717.1000000238419,0,4000,15,4.464,0.15,6.322,0,0,1
