trial,success,reaction_time,target_p,total_p,target_radius,id,w,d,skipped,inaccurate,gen
827,1,1007.2999999523163,100,41100,16,4.267,0.15,5.478,0,0,1
828,1,1324.2999999523163,0,41100,16,4.088,0.15,4.803,0,0,1
829,1,1135.2999999523163,100,41200,27,3.241,0.25,4.227,0,0,1
830,1,1133.2999999523163,0,41200,16,3.641,0.15,3.444,0,0,1
831,0,3000.5,50,41200,5,5.574,0.05,4.664,1,0,1
831,1,1368,50,41250,5,5.574,0.05,4.664,0,0,1
832,1,1291.1999998092651,0,41250,16,4.519,0.15,6.579,0,0,1
833,1,2180.4000000953674,100,41350,5,5.009,0.05,3.121,0,0,1
834,1,1546.5,100,41450,27,3.174,0.25,4.011,0,0,1
835,1,1677.7999999523163,0,41450,27,2.86,0.25,3.13,0,0,1
836,1,1445.5,100,41550,5,5.353,0.05,3.987,0,0,1
837,1,2419.5,0,41550,5,5.065,0.05,3.247,0,0,1
838,1,954.2000000476837,50,41600,27,2.233,0.25,1.85,0,0,1
839,1,1472.4000000953674,0,41600,27,2.856,0.25,3.119,0,0,1
840,1,1111.8999998569489,100,41700,27,2.443,0.25,2.218,0,0,1
841,1,1539.3999998569489,100,41800,27,2.44,0.25,2.214,0,0,1
842,1,1810.0999999046326,100,41900,16,4.168,0.15,5.091,0,0,1
843,1,1901.7000000476837,100,42000,27,2.126,0.25,1.683,0,0,1
844,1,1297.4000000953674,0,42000,27,2.995,0.25,3.485,0,0,1
845,0,3008,100,42000,27,2.299,0.25,1.961,1,0,1
845,1,879.4000000953674,100,42100,27,2.299,0.25,1.961,0,0,1
846,1,1275.1000001430511,50,42150,27,3.294,0.25,4.405,0,0,1
847,1,943.7999999523163,0,42150,16,3.777,0.15,3.814,0,0,1
848,1,909.4000000953674,0,42150,27,3.149,0.25,3.934,0,0,1
849,1,1187,0,42150,27,2.023,0.25,1.533,0,0,1
850,1,1161.7000000476837,50,42200,16,3.559,0.15,3.237,0,0,1
851,1,803.5,50,42250,27,2.395,0.25,2.13,0,0,1
852,1,1810.7000000476837,50,42300,16,4.308,0.15,5.644,0,0,1
853,1,911.2999999523163,50,42350,27,3.089,0.25,3.756,0,0,1
854,1,1045.4000000953674,0,42350,16,4.257,0.15,5.436,0,0,1
855,1,1229.7999999523163,0,42350,27,2.631,0.25,2.597,0,0,1
856,1,1443.6000001430511,50,42400,27,2.356,0.25,2.059,0,0,1
857,1,1260.5,100,42500,27,3.269,0.25,4.32,0,0,1
858,1,1328,100,42600,27,2.02,0.25,1.528,0,0,1
859,1,989.2000000476837,50,42650,16,4.003,0.15,4.51,0,0,1
860,1,1072.6999998092651,0,42650,27,2.73,0.25,2.818,0,0,1
861,1,1433.8999998569489,0,42650,27,2.563,0.25,2.454,0,0,1
862,1,1150.8999998569489,0,42650,27,3.45,0.25,4.965,0,0,1
863,1,862,100,42750,27,2.473,0.25,2.277,0,0,1
864,1,697.4000000953674,100,42850,27,2.831,0.25,3.058,0,0,1
865,1,760.8999998569489,0,42850,27,2.216,0.25,1.824,0,0,1
866,1,929.5,50,42900,27,3.243,0.25,4.234,0,0,1
867,1,1283.6999998092651,50,42950,27,3.467,0.25,5.03,0,0,1
868,1,1248.7000000476837,0,42950,27,3.126,0.25,3.865,0,0,1
869,1,1349.5999999046326,0,42950,27,2.769,0.25,2.907,0,0,1
870,1,815.7000000476837,100,43050,27,2.073,0.25,1.604,0,0,1
871,0,823,100,43050,27,2.281,0.25,1.93,0,0,1
872,1,723.2000000476837,100,43150,27,2.086,0.25,1.622,0,0,1
873,1,823.1000001430511,100,43250,27,3.007,0.25,3.52,0,0,1
874,1,882,0,43250,27,2.298,0.25,1.959,0,0,1
875,1,1036.6999998092651,100,43350,27,2.112,0.25,1.662,0,0,1
876,1,1245.7000000476837,50,43400,27,2.718,0.25,2.791,0,0,1
877,1,890.5999999046326,50,43450,27,2.745,0.25,2.852,0,0,1
878,1,967.8999998569489,0,43450,27,2.958,0.25,3.384,0,0,1
879,1,1133.5999999046326,0,43450,27,3.383,0.25,4.717,0,0,1
880,1,1136.7000000476837,100,43550,27,3.06,0.25,3.67,0,0,1
881,1,981.2999999523163,50,43600,27,2.133,0.25,1.693,0,0,1
882,1,818.4000000953674,0,43600,27,2.492,0.25,2.313,0,0,1
883,1,1065.5,50,43650,27,3.408,0.25,4.809,0,0,1
884,1,887.2000000476837,100,43750,27,3.276,0.25,4.345,0,0,1
885,1,761.4000000953674,100,43850,27,3.157,0.25,3.961,0,0,1
886,1,880.7000000476837,50,43900,27,2.322,0.25,2.001,0,0,1
887,1,939.4000000953674,50,43950,27,3.268,0.25,4.315,0,0,1
888,1,795,0,43950,27,3.397,0.25,4.766,0,0,1
889,1,710.5,100,44050,27,2.052,0.25,1.574,0,0,1
890,1,894.7999999523163,50,44100,27,3.489,0.25,5.115,0,0,1
891,1,1004.5999999046326,100,44200,27,3.327,0.25,4.516,0,0,1
892,1,848.0999999046326,50,44250,27,2.541,0.25,2.409,0,0,1
893,1,914.3999998569489,0,44250,27,2.451,0.25,2.235,0,0,1
894,1,1386.5,0,44250,16,4.984,0.15,9.193,0,0,1
895,1,1079.2999999523163,100,44350,16,4.647,0.15,7.218,0,0,1
896,1,822.5,100,44450,27,2.535,0.25,2.397,0,0,1
897,1,954.2999999523163,50,44500,16,4.854,0.15,8.378,0,0,1
898,1,995.7999999523163,50,44550,27,3.272,0.25,4.33,0,0,1
899,1,916.2000000476837,50,44600,27,3.141,0.25,3.912,0,0,1
