trial,success,reaction_time,target_p,total_p,target_radius,id,w,d,skipped,inaccurate,gen
289,1,1220.7999999821186,0,13100,28,3.24,0.25,4.223,0,0,1
290,0,1257.5999999940395,100,13100,28,3.28,0.25,4.357,0,0,1
291,1,1355.8999999761581,0,13100,17,4.983,0.15,9.19,0,0,0
292,1,1400,50,13150,28,3.115,0.25,3.831,0,0,1
293,1,1975.4000000059605,100,13250,6,6.335,0.05,7.971,0,0,1
294,1,1277.5999999940395,0,13250,28,2.027,0.25,1.537,0,0,1
295,1,1383.9000000059605,50,13300,17,4.549,0.15,6.721,0,0,1
296,1,1246.9000000059605,50,13350,28,2.372,0.25,2.088,0,0,1
297,1,1871.300000011921,100,13450,17,3.761,0.15,3.767,0,0,1
298,1,1830.4000000059605,0,13450,17,4.489,0.15,6.438,0,0,1
299,1,2607,100,13550,17,3.781,0.15,3.825,0,0,1
300,1,1447.0999999940395,100,13650,28,3.256,0.25,4.277,0,0,1
301,1,1262.4000000059605,100,13750,28,2.786,0.25,2.948,0,0,1
302,1,2159.0999999940395,0,13750,6,6.353,0.05,8.072,0,0,0
303,1,1389.9000000059605,50,13800,28,2.561,0.25,2.45,0,0,1
304,1,2551.300000011921,0,13800,6,6.418,0.05,8.454,0,0,1
305,1,2046.0999999940395,100,13900,6,6.292,0.05,7.736,0,0,1
306,1,1894.7999999821186,100,14000,17,4.381,0.15,5.951,0,0,1
307,1,1853.8999999761581,50,14050,17,4.052,0.15,4.677,0,0,1
308,1,1656.5,50,14100,28,2.985,0.25,3.458,0,0,1
309,1,1158.5999999940395,100,14200,28,2.687,0.25,2.719,0,0,1
310,1,1479.699999988079,0,14200,28,3.383,0.25,4.716,0,0,1
311,1,2623.4000000059605,50,14250,6,6.485,0.05,8.857,0,0,1
312,1,2222.0999999940395,0,14250,6,5.487,0.05,4.386,0,0,1
313,1,1999.699999988079,50,14300,6,5.202,0.05,3.581,0,0,1
314,0,1939,50,14300,17,4.197,0.15,5.204,0,0,1
315,1,2002.6000000238419,0,14300,6,5.511,0.05,4.459,0,0,1
316,1,1670.800000011921,50,14350,17,4.543,0.15,6.692,0,0,1
317,1,1439.4000000059605,100,14450,28,2.649,0.25,2.637,0,0,1
318,1,1454.2999999821186,0,14450,28,2.401,0.25,2.14,0,0,1
319,1,2815.7000000178814,0,14450,6,6.49,0.05,8.888,0,0,1
320,1,1815.4000000059605,0,14450,17,3.863,0.15,4.066,0,0,1
321,0,2981.699999988079,0,14450,6,5.992,0.05,6.266,0,0,1
322,1,1071.199999988079,100,14550,28,2.544,0.25,2.416,0,0,1
323,1,1980.699999988079,0,14550,6,6.441,0.05,8.587,0,0,1
324,1,1526.2999999821186,0,14550,6,5.039,0.05,3.189,0,0,1
325,1,1646.4000000059605,100,14650,28,2.288,0.25,1.941,0,0,1
326,1,1857.300000011921,100,14750,28,2.526,0.25,2.381,0,0,1
327,1,1965.5,50,14800,17,3.745,0.15,3.723,0,0,1
328,1,1134.300000011921,0,14800,28,2.94,0.25,3.337,0,0,1
329,0,3012.7000000178814,50,14800,6,6.075,0.05,6.64,1,0,1
329,0,2441.4000000059605,50,14800,6,6.075,0.05,6.64,0,0,1
330,0,3007,50,14800,17,4.988,0.15,9.221,1,0,1
330,1,2040.7000000178814,50,14850,17,4.988,0.15,9.221,0,0,1
331,1,1790.1000000238419,0,14850,28,3.418,0.25,4.845,0,0,1
332,1,1552.5,0,14850,28,3.189,0.25,4.06,0,0,1
333,1,1869.199999988079,0,14850,6,5.506,0.05,4.444,0,0,1
334,1,1455,50,14900,28,3.217,0.25,4.151,0,0,1
335,1,1078.5,100,15000,28,2.167,0.25,1.745,0,0,1
336,1,1191.0999999940395,0,15000,28,3.055,0.25,3.655,0,0,1
337,1,2016.2000000178814,100,15100,6,5.849,0.05,5.665,0,0,1
338,1,1157.300000011921,0,15100,17,4.187,0.15,5.162,0,0,1
339,1,2630.9000000059605,0,15100,6,5.575,0.05,4.666,0,0,1
340,1,1934.5999999940395,100,15200,17,4.467,0.15,6.336,0,0,1
341,1,1949.800000011921,100,15300,17,4.576,0.15,6.853,0,0,1
342,1,1903.5999999940395,0,15300,6,5.706,0.05,5.12,0,0,1
343,1,1329.800000011921,50,15350,28,3.254,0.25,4.27,0,0,1
344,1,2804.300000011921,0,15350,6,5.711,0.05,5.137,0,0,1
345,1,1374.0999999940395,0,15350,28,3.169,0.25,3.996,0,0,1
346,1,2049,0,15350,6,6.258,0.05,7.556,0,0,1
347,1,1287.2999999821186,50,15400,17,3.649,0.15,3.462,0,0,1
348,1,1453.7000000178814,0,15400,28,3.216,0.25,4.145,0,0,1
349,1,1374.5,100,15500,28,2.361,0.25,2.069,0,0,1
350,1,1966.0999999940395,50,15550,6,6.187,0.05,7.185,0,0,1
351,1,1935.4000000059605,50,15600,6,5.614,0.05,4.799,0,0,1
352,1,2150.0999999940395,50,15650,17,4.7,0.15,7.498,0,0,1
353,1,1615.6000000238419,50,15700,17,4.272,0.15,5.497,0,0,1
354,0,2632.199999988079,100,15700,6,5.23,0.05,3.654,0,0,1
355,1,2224.5,100,15800,17,3.933,0.15,4.281,0,0,1
356,1,1389.4000000059605,50,15850,28,3.156,0.25,3.956,0,0,1
357,1,2021.9000000059605,100,15950,17,3.754,0.15,3.748,0,0,1
